    1.32   16.15   10.71 2
    6.21   12.32   13.55 1
    5.69   11.68   13.06 2
    6.82   12.69   12.90 2
   13.35    6.13   14.91 1
   13.03    7.02   14.82 2
   12.94    5.80   15.70 2
   14.29    2.00    8.64 1
   14.81    1.44    8.07 2
   13.40    1.96    8.28 2
    7.57    3.31   15.26 1
    8.04    3.98   15.75 2
    7.49    3.67   14.38 2
    2.61   12.84   11.14 1
    2.04   13.60   10.99 2
    3.15   13.09   11.88 2
    9.38    9.57    2.15 1
    9.28    8.99    1.39 2
    8.71   10.24    2.03 2
    9.56    7.77    6.80 1
    9.25    7.11    7.42 2
    9.01    7.65    6.02 2
    2.97    0.66    3.64 1
    2.59    1.49    3.34 2
    2.50    0.45    4.44 2
    2.30    8.39    8.98 1
    1.96    8.38    9.88 2
    1.61    8.01    8.45 2
    6.59    4.75    6.53 1
    5.74    5.15    6.70 2
    6.72    4.86    5.59 2
   11.84    4.84   10.51 1
   11.87    5.49   11.22 2
   12.40    4.13   10.81 2
    7.74    8.45    4.45 1
    6.93    8.89    4.71 2
    8.14    9.04    3.82 2
    0.01   14.41    4.30 1
    0.50   14.91    4.95 2
   -0.51   15.07    3.83 2
    4.67   11.98    9.01 1
    4.49   12.16    8.09 2
    5.61   12.10    9.10 2
    8.37    5.62    4.24 1
    7.72    5.27    3.63 2
    8.37    6.56    4.09 2
    6.09   15.60    2.20 1
    5.81   15.23    1.36 2
    5.83   14.95    2.85 2
   10.26   13.53    8.21 1
   10.68   13.44    9.06 2
   10.12   14.47    8.11 2
   12.31    7.96    6.22 1
   11.41    8.03    6.52 2
   12.26    8.10    5.27 2
   10.11    4.15    5.82 1
    9.88    3.39    5.28 2
    9.61    4.87    5.44 2
   14.09    2.14    0.68 1
   13.19    2.16    0.35 2
   14.61    1.76   -0.03 2
    1.76   15.53    6.18 1
    2.46   14.92    6.43 2
    1.00   15.25    6.69 2
    4.29    8.52    6.98 1
    3.69    8.74    7.69 2
    4.27    7.56    6.95 2
